latitude,longitude,year_month,irradiance
42.0,45.0,201610,2.6405
42.0,45.0,201611,2.0513
42.0,45.0,201612,1.6277
42.0,45.0,201613,3.689
42.0,45.0,201701,1.9308
42.0,45.0,201702,3.0055
42.0,45.0,201703,3.6917
42.0,45.0,201704,4.6716
42.0,45.0,201705,4.381
42.0,45.0,201706,5.6417
42.0,45.0,201707,6.2227
42.0,45.0,201708,5.9107
42.0,45.0,201709,4.8566
42.0,45.0,201710,2.8301
42.0,45.0,201711,2.059
42.0,45.0,201712,1.6574
42.0,45.0,201713,3.9079
42.0,45.0,201801,1.6634
42.0,45.0,201802,2.6806
42.0,45.0,201803,2.9438
42.0,45.0,201804,5.1953
42.0,45.0,201805,5.1864
42.0,45.0,201806,6.0305
42.0,45.0,201807,6.0521
42.0,45.0,201808,4.7246
42.0,45.0,201809,4.4635
42.0,45.0,201810,3.3722
42.0,45.0,201811,2.0081
42.0,45.0,201812,1.5612
42.0,45.0,201813,3.8263
42.0,45.0,201901,1.841
42.0,45.0,201902,2.701
42.0,45.0,201903,3.4675
42.0,45.0,201904,4.2648
42.0,45.0,201905,5.5685
42.0,45.0,201906,6.1277
42.0,45.0,201907,5.8284
42.0,45.0,201908,5.2752
42.0,45.0,201909,4.0044
42.0,45.0,201910,3.7267
42.0,45.0,201911,2.2188
42.0,45.0,201912,1.765
42.0,45.0,201913,3.9062
42.0,45.0,202001,1.8559
42.0,45.0,202002,2.8284
42.0,45.0,202003,3.558
42.0,45.0,202004,4.5643
42.0,45.0,202005,5.3347
42.0,45.0,202006,6.3322
42.0,45.0,202007,5.9261
42.0,45.0,202008,5.43
42.0,45.0,202009,4.6142
42.0,45.0,202010,3.6319
42.0,45.0,202011,1.9562
42.0,45.0,202012,1.7515
42.0,45.0,202013,3.984
42.0,45.0,202101,1.8902
42.0,45.0,202102,2.3129
42.0,45.0,202103,3.3091
42.0,45.0,202104,4.1765
42.0,45.0,202105,6.0578
42.0,45.0,202106,6.3648
42.0,45.0,202107,5.5013
42.0,45.0,202108,5.8078
42.0,45.0,202109,3.5256
42.0,45.0,202110,2.7641
42.0,45.0,202111,2.2438
42.0,45.0,202112,1.6361
42.0,45.0,202113,3.8083
42.0,45.0,202201,1.879
42.0,45.0,202202,2.7634
42.0,45.0,202203,3.3871
42.0,45.0,202204,4.6596
42.0,45.0,202205,5.0237
42.0,45.0,202206,5.0942
42.0,45.0,202207,6.1898
42.0,45.0,202208,6.1262
42.0,45.0,202209,4.3805
42.0,45.0,202210,2.9347
42.0,45.0,202211,2.1458
42.0,45.0,202212,1.6891
42.0,45.0,202213,3.8628
42.0,45.0,202301,2.0755
42.0,45.0,202302,2.8802
42.0,45.0,202303,3.09
42.0,45.0,202304,3.9245
42.0,45.0,202305,4.6006
42.0,45.0,202306,5.2464
42.0,45.0,202307,6.2712
42.0,45.0,202308,5.8865
42.0,45.0,202309,4.0387
42.0,45.0,202310,3.0228
42.0,45.0,202311,1.9961
42.0,45.0,202312,1.4947
42.0,45.0,202313,3.7164
42.0,45.0,202401,1.9034
42.0,45.0,202402,2.5301
42.0,45.0,202403,3.288
42.0,45.0,202404,5.3213
42.0,45.0,202405,4.1652
42.0,45.0,202406,5.8639
42.0,45.0,202407,5.1031
42.0,45.0,202408,5.2944
42.0,45.0,202409,3.7586
42.0,45.0,202410,3.0192
42.0,45.0,202411,2.1857
42.0,45.0,202412,1.5958
42.0,45.0,202413,3.6686
42.0,45.0,202501,2.1494
42.0,45.0,202502,2.6414
42.0,45.0,202503,4.009
42.0,45.0,202504,3.7918
42.0,45.0,202505,4.9898
42.0,45.0,202506,6.0382
42.0,45.0,202507,5.8411
42.0,45.0,202508,5.5702
42.0,45.0,202509,3.4678
42.0,45.0,202510,2.9443
42.0,45.0,202511,2.545
42.0,45.0,202512,1.6214
42.0,45.0,202513,3.8086
42.0,45.25,201501,1.9404
42.0,45.25,201502,2.5054
42.0,45.25,201503,3.2354
42.0,45.25,201504,4.0829
42.0,45.25,201505,4.7302
42.0,45.25,201506,6.2066
42.0,45.25,201507,5.7665
42.0,45.25,201508,5.2447
42.0,45.25,201509,4.8744
42.0,45.25,201510,2.4734
42.0,45.25,201511,2.0806
42.0,45.25,201512,1.7796
42.0,45.25,201513,3.7474
42.0,45.25,201601,1.5962
42.0,45.25,201602,2.6316
42.0,45.25,201603,3.3118
42.0,45.25,201604,4.7359
42.0,45.25,201605,4.7119
42.0,45.25,201606,5.2507
42.0,45.25,201607,5.3666
42.0,45.25,201608,6.2434
42.0,45.25,201609,4.0762
42.0,45.25,201610,2.6405
42.0,45.25,201611,2.0513
42.0,45.25,201612,1.6277
42.0,45.25,201613,3.689
42.0,45.25,201701,1.9308
42.0,45.25,201702,3.0055
42.0,45.25,201703,3.6917
42.0,45.25,201704,4.6716
42.0,45.25,201705,4.381
42.0,45.25,201706,5.6417
42.0,45.25,201707,6.2227
42.0,45.25,201708,5.9107
42.0,45.25,201709,4.8566
42.0,45.25,201710,2.8301
42.0,45.25,201711,2.059
42.0,45.25,201712,1.6574
42.0,45.25,201713,3.9079
42.0,45.25,201801,1.6634
42.0,45.25,201802,2.6806
42.0,45.25,201803,2.9438
42.0,45.25,201804,5.1953
42.0,45.25,201805,5.1864
42.0,45.25,201806,6.0305
42.0,45.25,201807,6.0521
42.0,45.25,201808,4.7246
42.0,45.25,201809,4.4635
42.0,45.25,201810,3.3722
42.0,45.25,201811,2.0081
42.0,45.25,201812,1.5612
42.0,45.25,201813,3.8263
42.0,45.25,201901,1.841
42.0,45.25,201902,2.701
42.0,45.25,201903,3.4675
42.0,45.25,201904,4.2648
42.0,45.25,201905,5.5685
42.0,45.25,201906,6.1277
42.0,45.25,201907,5.8284
42.0,45.25,201908,5.2752
42.0,45.25,201909,4.0044
42.0,45.25,201910,3.7267
42.0,45.25,201911,2.2188
42.0,45.25,201912,1.765
42.0,45.25,201913,3.9062
42.0,45.25,202001,1.8559
42.0,45.25,202002,2.8284
42.0,45.25,202003,3.558
42.0,45.25,202004,4.5643
42.0,45.25,202005,5.3347
42.0,45.25,202006,6.3322
42.0,45.25,202007,5.9261
42.0,45.25,202008,5.43
42.0,45.25,202009,4.6142
42.0,45.25,202010,3.6319
42.0,45.25,202011,1.9562
42.0,45.25,202012,1.7515
42.0,45.25,202013,3.984
42.0,45.25,202101,1.8902
42.0,45.25,202102,2.3129
42.0,45.25,202103,3.3091
42.0,45.25,202104,4.1765
42.0,45.25,202105,6.0578
42.0,45.25,202106,6.3648
42.0,45.25,202107,5.5013
42.0,45.25,202108,5.8078
42.0,45.25,202109,3.5256
42.0,45.25,202110,2.7641
42.0,45.25,202111,2.2438
42.0,45.25,202112,1.6361
42.0,45.25,202113,3.8083
42.0,45.25,202201,1.879
42.0,45.25,202202,2.7634
42.0,45.25,202203,3.3871
42.0,45.25,202204,4.6596
42.0,45.25,202205,5.0237
42.0,45.25,202206,5.0942
42.0,45.25,202207,6.1898
42.0,45.25,202208,6.1262
42.0,45.25,202209,4.3805
42.0,45.25,202210,2.9347
42.0,45.25,202211,2.1458
42.0,45.25,202212,1.6891
42.0,45.25,202213,3.8628
42.0,45.25,202301,2.0755
42.0,45.25,202302,2.8802
42.0,45.25,202303,3.09
42.0,45.25,202304,3.9245
42.0,45.25,202305,4.6006
42.0,45.25,202306,5.2464
42.0,45.25,202307,6.2712
42.0,45.25,202308,5.8865
42.0,45.25,202309,4.0387
42.0,45.25,202310,3.0228
42.0,45.25,202311,1.9961
42.0,45.25,202312,1.4947
42.0,45.25,202313,3.7164
42.0,45.25,202401,1.9034
42.0,45.25,202402,2.5301
42.0,45.25,202403,3.288
42.0,45.25,202404,5.3213
42.0,45.25,202405,4.1652
42.0,45.25,202406,5.8639
42.0,45.25,202407,5.1031
42.0,45.25,202408,5.2944
42.0,45.25,202409,3.7586
42.0,45.25,202410,3.0192
42.0,45.25,202411,2.1857
42.0,45.25,202412,1.5958
42.0,45.25,202413,3.6686
42.0,45.25,202501,2.1494
42.0,45.25,202502,2.6414
42.0,45.25,202503,4.009
42.0,45.25,202504,3.7918
42.0,45.25,202505,4.9898
42.0,45.25,202506,6.0382
42.0,45.25,202507,5.8411
42.0,45.25,202508,5.5702
42.0,45.25,202509,3.4678
42.0,45.25,202510,2.9443
42.0,45.25,202511,2.545
42.0,45.25,202512,1.6214
42.0,45.25,202513,3.8086
42.0,45.5,201501,1.9404
42.0,45.5,201502,2.5054
42.0,45.5,201503,3.2354
42.0,45.5,201504,4.0829
42.0,45.5,201505,4.7302
42.0,45.5,201506,6.2066
42.0,45.5,201507,5.7665
42.0,45.5,201508,5.2447
42.0,45.5,201509,4.8744
42.0,45.5,201510,2.4734
42.0,45.5,201511,2.0806
42.0,45.5,201512,1.7796
42.0,45.5,201513,3.7474
42.0,45.5,201601,1.5962
42.0,45.5,201602,2.6316
42.0,45.5,201603,3.3118
42.0,45.5,201604,4.7359
42.0,45.5,201605,4.7119
42.0,45.5,201606,5.2507
42.0,45.5,201607,5.3666
42.0,45.5,201608,6.2434
42.0,45.5,201609,4.0762
42.0,45.5,201610,2.6405
42.0,45.5,201611,2.0513
42.0,45.5,201612,1.6277
42.0,45.5,201613,3.689
42.0,45.5,201701,1.9308
42.0,45.5,201702,3.0055
42.0,45.5,201703,3.6917
42.0,45.5,201704,4.6716
42.0,45.5,201705,4.381
42.0,45.5,201706,5.6417
42.0,45.5,201707,6.2227
42.0,45.5,201708,5.9107
42.0,45.5,201709,4.8566
42.0,45.5,201710,2.8301
42.0,45.5,201711,2.059
42.0,45.5,201712,1.6574
42.0,45.5,201713,3.9079
42.0,45.5,201801,1.6634
42.0,45.5,201802,2.6806
42.0,45.5,201803,2.9438
42.0,45.5,201804,5.1953
42.0,45.5,201805,5.1864
42.0,45.5,201806,6.0305
42.0,45.5,201807,6.0521
42.0,45.5,201808,4.7246
42.0,45.5,201809,4.4635
42.0,45.5,201810,3.3722
42.0,45.5,201811,2.0081
42.0,45.5,201812,1.5612
42.0,45.5,201813,3.8263
42.0,45.5,201901,1.841
42.0,45.5,201902,2.701
42.0,45.5,201903,3.4675
42.0,45.5,201904,4.2648
42.0,45.5,201905,5.5685
42.0,45.5,201906,6.1277
42.0,45.5,201907,5.8284
42.0,45.5,201908,5.2752
42.0,45.5,201909,4.0044
42.0,45.5,201910,3.7267
42.0,45.5,201911,2.2188
42.0,45.5,201912,1.765
42.0,45.5,201913,3.9062
42.0,45.5,202001,1.8559
42.0,45.5,202002,2.8284
42.0,45.5,202003,3.558
42.0,45.5,202004,4.5643
42.0,45.5,202005,5.3347
42.0,45.5,202006,6.3322
42.0,45.5,202007,5.9261
42.0,45.5,202008,5.43
42.0,45.5,202009,4.6142
42.0,45.5,202010,3.6319
42.0,45.5,202011,1.9562
42.0,45.5,202012,1.7515
42.0,45.5,202013,3.984
42.0,45.5,202101,1.8902
42.0,45.5,202102,2.3129
42.0,45.5,202103,3.3091
42.0,45.5,202104,4.1765
42.0,45.5,202105,6.0578
42.0,45.5,202106,6.3648
42.0,45.5,202107,5.5013
42.0,45.5,202108,5.8078
42.0,45.5,202109,3.5256
42.0,45.5,202110,2.7641
42.0,45.5,202111,2.2438
42.0,45.5,202112,1.6361
42.0,45.5,202113,3.8083
42.0,45.5,202201,1.879
42.0,45.5,202202,2.7634
42.0,45.5,202203,3.3871
42.0,45.5,202204,4.6596
42.0,45.5,202205,5.0237
42.0,45.5,202206,5.0942
42.0,45.5,202207,6.1898
42.0,45.5,202208,6.1262
42.0,45.5,202209,4.3805
42.0,45.5,202210,2.9347
42.0,45.5,202211,2.1458
42.0,45.5,202212,1.6891
42.0,45.5,202213,3.8628
42.0,45.5,202301,2.0755
42.0,45.5,202302,2.8802
42.0,45.5,202303,3.09
42.0,45.5,202304,3.9245
42.0,45.5,202305,4.6006
42.0,45.5,202306,5.2464
42.0,45.5,202307,6.2712
42.0,45.5,202308,5.8865
42.0,45.5,202309,4.0387
42.0,45.5,202310,3.0228
42.0,45.5,202311,1.9961
42.0,45.5,202312,1.4947
42.0,45.5,202313,3.7164
42.0,45.5,202401,1.9034
42.0,45.5,202402,2.5301
42.0,45.5,202403,3.288
42.0,45.5,202404,5.3213
42.0,45.5,202405,4.1652
42.0,45.5,202406,5.8639
42.0,45.5,202407,5.1031
42.0,45.5,202408,5.2944
42.0,45.5,202409,3.7586
42.0,45.5,202410,3.0192
42.0,45.5,202411,2.1857
42.0,45.5,202412,1.5958
42.0,45.5,202413,3.6686
42.0,45.5,202501,2.1494
42.0,45.5,202502,2.6414
42.0,45.5,202503,4.009
42.0,45.5,202504,3.7918
42.0,45.5,202505,4.9898
42.0,45.5,202506,6.0382
42.0,45.5,202507,5.8411
42.0,45.5,202508,5.5702
42.0,45.5,202509,3.4678
42.0,45.5,202510,2.9443
42.0,45.5,202511,2.545
42.0,45.5,202512,1.6214
42.0,45.5,202513,3.8086
42.0,45.75,201501,1.9404
42.0,45.75,201502,2.5054
42.0,45.75,201503,3.2354
42.0,45.75,201504,4.0829
42.0,45.75,201505,4.7302
42.0,45.75,201506,6.2066
42.0,45.75,201507,5.7665
42.0,45.75,201508,5.2447
42.0,45.75,201509,4.8744
42.0,45.75,201510,2.4734
42.0,45.75,201511,2.0806
42.0,45.75,201512,1.7796
42.0,45.75,201513,3.7474
42.0,45.75,201601,1.5962
42.0,45.75,201602,2.6316
42.0,45.75,201603,3.3118
42.0,45.75,201604,4.7359
42.0,45.75,201605,4.7119
42.0,45.75,201606,5.2507
42.0,45.75,201607,5.3666
42.0,45.75,201608,6.2434
42.0,45.75,201609,4.0762
42.0,45.75,201610,2.6405
42.0,45.75,201611,2.0513
42.0,45.75,201612,1.6277
42.0,45.75,201613,3.689
42.0,45.75,201701,1.9308
42.0,45.75,201702,3.0055
42.0,45.75,201703,3.6917
42.0,45.75,201704,4.6716
42.0,45.75,201705,4.381
42.0,45.75,201706,5.6417
42.0,45.75,201707,6.2227
42.0,45.75,201708,5.9107
42.0,45.75,201709,4.8566
42.0,45.75,201710,2.8301
42.0,45.75,201711,2.059
42.0,45.75,201712,1.6574
42.0,45.75,201713,3.9079
42.0,45.75,201801,1.6634
42.0,45.75,201802,2.6806
42.0,45.75,201803,2.9438
42.0,45.75,201804,5.1953
42.0,45.75,201805,5.1864
42.0,45.75,201806,6.0305
42.0,45.75,201807,6.0521
42.0,45.75,201808,4.7246
42.0,45.75,201809,4.4635
42.0,45.75,201810,3.3722
42.0,45.75,201811,2.0081
42.0,45.75,201812,1.5612
42.0,45.75,201813,3.8263
42.0,45.75,201901,1.841
42.0,45.75,201902,2.701
42.0,45.75,201903,3.4675
42.0,45.75,201904,4.2648
42.0,45.75,201905,5.5685
42.0,45.75,201906,6.1277
42.0,45.75,201907,5.8284
42.0,45.75,201908,5.2752
42.0,45.75,201909,4.0044
42.0,45.75,201910,3.7267
42.0,45.75,201911,2.2188
42.0,45.75,201912,1.765
42.0,45.75,201913,3.9062
42.0,45.75,202001,1.8559
42.0,45.75,202002,2.8284
42.0,45.75,202003,3.558
42.0,45.75,202004,4.5643
42.0,45.75,202005,5.3347
42.0,45.75,202006,6.3322
42.0,45.75,202007,5.9261
42.0,45.75,202008,5.43
42.0,45.75,202009,4.6142
42.0,45.75,202010,3.6319
42.0,45.75,202011,1.9562
42.0,45.75,202012,1.7515
42.0,45.75,202013,3.984
42.0,45.75,202101,1.8902
42.0,45.75,202102,2.3129
42.0,45.75,202103,3.3091
42.0,45.75,202104,4.1765
42.0,45.75,202105,6.0578
42.0,45.75,202106,6.3648
42.0,45.75,202107,5.5013
42.0,45.75,202108,5.8078
42.0,45.75,202109,3.5256
42.0,45.75,202110,2.7641
42.0,45.75,202111,2.2438
42.0,45.75,202112,1.6361
42.0,45.75,202113,3.8083
42.0,45.75,202201,1.879
42.0,45.75,202202,2.7634
42.0,45.75,202203,3.3871
42.0,45.75,202204,4.6596
42.0,45.75,202205,5.0237
42.0,45.75,202206,5.0942
42.0,45.75,202207,6.1898
42.0,45.75,202208,6.1262
42.0,45.75,202209,4.3805
42.0,45.75,202210,2.9347
42.0,45.75,202211,2.1458
42.0,45.75,202212,1.6891
42.0,45.75,202213,3.8628
42.0,45.75,202301,2.0755
42.0,45.75,202302,2.8802
42.0,45.75,202303,3.09
42.0,45.75,202304,3.9245
42.0,45.75,202305,4.6006
42.0,45.75,202306,5.2464
42.0,45.75,202307,6.2712
42.0,45.75,202308,5.8865
42.0,45.75,202309,4.0387
42.0,45.75,202310,3.0228
42.0,45.75,202311,1.9961
42.0,45.75,202312,1.4947
42.0,45.75,202313,3.7164
42.0,45.75,202401,1.9034
42.0,45.75,202402,2.5301
42.0,45.75,202403,3.288
42.0,45.75,202404,5.3213
42.0,45.75,202405,4.1652
42.0,45.75,202406,5.8639
42.0,45.75,202407,5.1031
42.0,45.75,202408,5.2944
42.0,45.75,202409,3.7586
42.0,45.75,202410,3.0192
42.0,45.75,202411,2.1857
42.0,45.75,202412,1.5958
42.0,45.75,202413,3.6686
42.0,45.75,202501,2.1494
42.0,45.75,202502,2.6414
42.0,45.75,202503,4.009
42.0,45.75,202504,3.7918
42.0,45.75,202505,4.9898
42.0,45.75,202506,6.0382
42.0,45.75,202507,5.8411
42.0,45.75,202508,5.5702
42.0,45.75,202509,3.4678
42.0,45.75,202510,2.9443
42.0,45.75,202511,2.545
42.0,45.75,202512,1.6214
42.0,45.75,202513,3.8086
42.0,46.0,201501,2.0575
42.0,46.0,201502,2.7624
42.0,46.0,201503,3.4046
42.0,46.0,201504,4.4086
42.0,46.0,201505,5.0952
42.0,46.0,201506,6.3828
42.0,46.0,201507,5.8656
42.0,46.0,201508,5.2627
42.0,46.0,201509,4.9315
42.0,46.0,201510,2.6923
42.0,46.0,201511,2.1833
42.0,46.0,201512,1.775
42.0,46.0,201513,3.9048
42.0,46.0,201601,1.7954
42.0,46.0,201602,2.6611
42.0,46.0,201603,3.4598
42.0,46.0,201604,4.9555
42.0,46.0,201605,5.1511
42.0,46.0,201606,5.4696
42.0,46.0,201607,5.3311
42.0,46.0,201608,6.2381
42.0,46.0,201609,4.2506
42.0,46.0,201610,2.8236
42.0,46.0,201611,2.1574
42.0,46.0,201612,1.7861
42.0,46.0,201613,3.8424
42.0,46.0,201701,1.9003
42.0,46.0,201702,2.9534
42.0,46.0,201703,3.8654
42.0,46.0,201704,4.8854
42.0,46.0,201705,4.7849
42.0,46.0,201706,5.9736
42.0,46.0,201707,6.353
42.0,46.0,201708,5.9952
42.0,46.0,201709,5.0261
42.0,46.0,201710,2.9124
42.0,46.0,201711,2.1384
42.0,46.0,201712,1.747
42.0,46.0,201713,4.0486
42.0,46.0,201801,1.7729
42.0,46.0,201802,2.6755
42.0,46.0,201803,3.3516
42.0,46.0,201804,5.3753
42.0,46.0,201805,5.7919
42.0,46.0,201806,6.1846
42.0,46.0,201807,6.1908
42.0,46.0,201808,4.9488
42.0,46.0,201809,4.7995
42.0,46.0,201810,3.4956
42.0,46.0,201811,2.2327
42.0,46.0,201812,1.5398
42.0,46.0,201813,4.0342
42.0,46.0,201901,1.8811
42.0,46.0,201902,2.659
42.0,46.0,201903,3.5458
42.0,46.0,201904,4.6812
42.0,46.0,201905,5.8766
42.0,46.0,201906,6.2138
42.0,46.0,201907,6.222
42.0,46.0,201908,5.521
42.0,46.0,201909,4.3042
42.0,46.0,201910,3.8016
42.0,46.0,201911,2.2406
42.0,46.0,201912,1.7664
42.0,46.0,201913,4.0678
42.0,46.0,202001,1.8914
42.0,46.0,202002,2.7259
42.0,46.0,202003,3.8304
42.0,46.0,202004,5.016
42.0,46.0,202005,5.7396
42.0,46.0,202006,6.433
42.0,46.0,202007,6.0744
42.0,46.0,202008,5.4684
42.0,46.0,202009,4.8986
42.0,46.0,202010,3.7133
42.0,46.0,202011,2.0446
42.0,46.0,202012,1.7688
42.0,46.0,202013,4.1364
42.0,46.0,202101,1.8446
42.0,46.0,202102,2.6069
42.0,46.0,202103,3.3502
42.0,46.0,202104,4.7186
42.0,46.0,202105,6.283
42.0,46.0,202106,6.5669
42.0,46.0,202107,5.6179
42.0,46.0,202108,5.7012
42.0,46.0,202109,3.821
42.0,46.0,202110,2.8654
42.0,46.0,202111,2.2961
42.0,46.0,202112,1.6966
42.0,46.0,202113,3.954
42.0,46.0,202201,1.9387
42.0,46.0,202202,2.8622
42.0,46.0,202203,3.4651
42.0,46.0,202204,5.0369
42.0,46.0,202205,5.1619
42.0,46.0,202206,5.5865
42.0,46.0,202207,6.4025
42.0,46.0,202208,6.2069
42.0,46.0,202209,4.4669
42.0,46.0,202210,3.0958
42.0,46.0,202211,2.251
42.0,46.0,202212,1.7544
42.0,46.0,202213,4.025
42.0,46.0,202301,2.1478
42.0,46.0,202302,2.7091
42.0,46.0,202303,3.6127
42.0,46.0,202304,4.171
42.0,46.0,202305,4.7407
42.0,46.0,202306,5.4739
42.0,46.0,202307,6.4046
42.0,46.0,202308,5.9578
42.0,46.0,202309,4.2178
42.0,46.0,202310,3.239
42.0,46.0,202311,2.1533
42.0,46.0,202312,1.5322
42.0,46.0,202313,3.8712
42.0,46.0,202401,1.9404
42.0,46.0,202402,2.5754
42.0,46.0,202403,3.5371
42.0,46.0,202404,5.4456
42.0,46.0,202405,4.5266
42.0,46.0,202406,6.0926
42.0,46.0,202407,5.5618
42.0,46.0,202408,5.5188
42.0,46.0,202409,3.9024
42.0,46.0,202410,3.1694
42.0,46.0,202411,2.2723
42.0,46.0,202412,1.6394
42.0,46.0,202413,3.8491
42.0,46.0,202501,2.0573
42.0,46.0,202502,2.6988
42.0,46.0,202503,4.044
42.0,46.0,202504,4.1441
42.0,46.0,202505,5.5637
42.0,46.0,202506,6.0499
42.0,46.0,202507,5.9717
42.0,46.0,202508,5.6554
42.0,46.0,202509,3.6499
42.0,46.0,202510,3.2184
42.0,46.0,202511,2.5373
42.0,46.0,202512,1.7033
42.0,46.0,202513,3.9497
42.25,41.75,201501,1.5907
42.25,41.75,201502,2.4888
42.25,41.75,201503,3.3586
42.25,41.75,201504,4.0949
42.25,41.75,201505,5.5591
42.25,41.75,201506,5.8759
42.25,41.75,201507,6.0149
42.25,41.75,201508,5.9527
42.25,41.75,201509,5.1413
42.25,41.75,201510,2.7314
42.25,41.75,201511,1.8019
42.25,41.75,201512,1.3502
42.25,41.75,201513,3.8366
42.25,41.75,201601,1.1422
42.25,41.75,201602,2.5111
42.25,41.75,201603,3.2446
42.25,41.75,201604,5.0472
42.25,41.75,201605,5.3808
42.25,41.75,201606,6.5354
42.25,41.75,201607,6.3266
42.25,41.75,201608,5.874
42.25,41.75,201609,4.1988
42.25,41.75,201610,2.9383
42.25,41.75,201611,2.1559
42.25,41.75,201612,1.063
42.25,41.75,201613,3.8688
42.25,41.75,201701,1.6205
42.25,41.75,201702,2.431
42.25,41.75,201703,3.8695
42.25,41.75,201704,5.31
42.25,41.75,201705,4.8814
42.25,41.75,201706,6.4685
42.25,41.75,201707,6.4248
42.25,41.75,201708,5.6786
42.25,41.75,201709,4.9606
42.25,41.75,201710,2.8634
42.25,41.75,201711,1.9872
42.25,41.75,201712,1.4395
42.25,41.75,201713,3.9998
42.25,41.75,201801,1.3003
42.25,41.75,201802,2.5296
42.25,41.75,201803,2.9719
42.25,41.75,201804,5.8877
42.25,41.75,201805,5.665
42.25,41.75,201806,7.1021
42.25,41.75,201807,5.766
42.25,41.75,201808,5.5694
42.25,41.75,201809,4.4602
42.25,41.75,201810,3.3972
42.25,41.75,201811,1.981
42.25,41.75,201812,1.1321
42.25,41.75,201813,3.9826
42.25,41.75,201901,1.4954
42.25,41.75,201902,2.1031
42.25,41.75,201903,3.4678
42.25,41.75,201904,4.7698
42.25,41.75,201905,6.175
42.25,41.75,201906,6.6247
42.25,41.75,201907,5.9191
42.25,41.75,201908,5.8889
42.25,41.75,201909,4.4114
42.25,41.75,201910,3.4771
42.25,41.75,201911,2.3434
42.25,41.75,201912,1.6001
42.25,41.75,201913,4.0332
42.25,41.75,202001,1.5938
42.25,41.75,202002,2.3069
42.25,41.75,202003,3.6377
42.25,41.75,202004,5.0498
42.25,41.75,202005,5.4972
42.25,41.75,202006,7.0922
42.25,41.75,202007,6.3792
42.25,41.75,202008,6.1438
42.25,41.75,202009,5.0422
42.25,41.75,202010,3.6917
42.25,41.75,202011,1.8696
42.25,41.75,202012,1.6766
42.25,41.75,202013,4.1686
42.25,41.75,202101,1.5941
42.25,41.75,202102,2.1912
42.25,41.75,202103,3.5772
42.25,41.75,202104,3.8753
42.25,41.75,202105,6.1733
42.25,41.75,202106,6.329
42.25,41.75,202107,6.5614
42.25,41.75,202108,5.6676
42.25,41.75,202109,3.5741
42.25,41.75,202110,3.1522
42.25,41.75,202111,1.9778
42.25,41.75,202112,1.4592
42.25,41.75,202113,3.8568
42.25,41.75,202201,1.355
42.25,41.75,202202,2.3846
42.25,41.75,202203,3.1949
42.25,41.75,202204,4.6831
42.25,41.75,202205,5.7989
42.25,41.75,202206,5.3393
42.25,41.75,202207,5.3052
42.25,41.75,202208,6.0406
42.25,41.75,202209,4.2439
42.25,41.75,202210,2.6448
42.25,41.75,202211,1.921
42.25,41.75,202212,1.4748
42.25,41.75,202213,3.7058
42.25,41.75,202301,2.2042
42.25,41.75,202302,2.0935
42.25,41.75,202303,2.7787
42.25,41.75,202304,4.3044
42.25,41.75,202305,5.2356
42.25,41.75,202306,5.9078
42.25,41.75,202307,6.4346
42.25,41.75,202308,6.0564
42.25,41.75,202309,4.7897
42.25,41.75,202310,3.029
42.25,41.75,202311,1.645
42.25,41.75,202312,1.3874
42.25,41.75,202313,3.8328
42.25,41.75,202401,1.5286
42.25,41.75,202402,2.561
42.25,41.75,202403,3.2693
42.25,41.75,202404,5.2212
42.25,41.75,202405,5.2733
42.25,41.75,202406,6.5719
42.25,41.75,202407,5.8913
42.25,41.75,202408,5.8325
42.25,41.75,202409,4.4796
42.25,41.75,202410,2.7799
42.25,41.75,202411,1.907
42.25,41.75,202412,1.5125
42.25,41.75,202413,3.9026
42.25,41.75,202501,2.0206
42.25,41.75,202502,2.2267
42.25,41.75,202503,3.7745
42.25,41.75,202504,4.2401
42.25,41.75,202505,5.8579
42.25,41.75,202506,6.305
42.25,41.75,202507,6.2755
42.25,41.75,202508,5.7178
42.25,41.75,202509,3.9905
42.25,41.75,202510,2.6712
42.25,41.75,202511,2.3246
42.25,41.75,202512,1.3188
42.25,41.75,202513,3.9038
42.25,42.0,201501,1.5497
42.25,42.0,201502,2.4722
42.25,42.0,201503,3.311
42.25,42.0,201504,3.8126
42.25,42.0,201505,5.2745
42.25,42.0,201506,5.5829
42.25,42.0,201507,5.7113
42.25,42.0,201508,5.8049
42.25,42.0,201509,5.0904
42.25,42.0,201510,2.6057
42.25,42.0,201511,1.7594
42.25,42.0,201512,1.3174
42.25,42.0,201513,3.697
42.25,42.0,201601,1.1364
42.25,42.0,201602,2.425
42.25,42.0,201603,3.0624
42.25,42.0,201604,5.0206
42.25,42.0,201605,5.0522
42.25,42.0,201606,6.1337
42.25,42.0,201607,5.7782
42.25,42.0,201608,5.8039
42.25,42.0,201609,4.0246
42.25,42.0,201610,2.8313
42.25,42.0,201611,2.1324
42.25,42.0,201612,1.205
42.25,42.0,201613,3.7176
42.25,42.0,201701,1.6224
42.25,42.0,201702,2.4989
42.25,42.0,201703,3.6847
42.25,42.0,201704,4.7935
42.25,42.0,201705,4.5418
42.25,42.0,201706,5.815
42.25,42.0,201707,5.9659
42.25,42.0,201708,5.809
42.25,42.0,201709,4.9303
42.25,42.0,201710,2.6947
42.25,42.0,201711,1.8943
42.25,42.0,201712,1.4602
42.25,42.0,201713,3.8141
42.25,42.0,201801,1.397
42.25,42.0,201802,2.3866
42.25,42.0,201803,2.6215
42.25,42.0,201804,5.4845
