latitude,longitude,month,ghi_monthly,dni_monthly,dif_monthly
41.5,45.0,4.0,4.856731019196687,4.551990141691985,2.1224296569824217
41.5,45.0,5.0,5.719703886244032,5.360814836290148,2.4995555877685547
41.5,45.0,6.0,6.572642185069897,6.160234592579029,2.8722963333129883
41.5,45.0,7.0,6.371950820640282,5.97213582639341,2.784592628479004
41.5,45.0,8.0,5.900326114230686,5.530103725857205,2.5784889221191407
41.5,45.0,9.0,4.355002608122649,4.081743226227936,1.9031703948974608
41.5,45.0,10.0,3.0605433075516313,2.868506184330693,1.3374814987182617
41.5,45.0,11.0,2.157432167618363,2.0220617364954068,0.942814826965332
41.5,45.0,12.0,1.655703756544325,1.5518148210313585,0.7235555648803711
41.5,45.25,1.0,1.9057777687355324,1.7924740261501737,0.834844462076823
41.5,45.25,2.0,2.5906666543748647,2.4366443792978925,1.1348666906356812
41.5,45.25,3.0,3.4641481317119838,3.258194974616722,1.5175037357542251
41.5,45.25,4.0,4.804148125354155,4.518528274253563,2.1045037481519913
41.5,45.25,5.0,5.657777750933612,5.321407265133328,2.478444496790568
41.5,45.25,6.0,6.501481450634238,6.114950453793561,2.8480370971891618
41.5,45.25,7.0,6.3029629330576205,5.9282344094029185,2.7610741323894925
41.5,45.25,8.0,5.836444416752569,5.489451705084907,2.5567111651102703
41.5,45.25,9.0,4.307851831412609,4.051738163276955,1.8870963361528184
41.5,45.25,10.0,3.0274073930434238,2.847419676957307,1.3261852131949532
41.5,45.25,11.0,2.1340740639486433,2.0071974771994134,0.9348518715964423
41.5,45.25,12.0,1.6377777700070981,1.5404073662228053,0.7174444595972697
41.5,45.5,1.0,1.9252147533275463,1.8559999819155093,0.8272592615198207
41.5,45.5,2.0,2.6170888053046335,2.5229999754163956,1.1245555586285063
41.5,45.5,3.0,3.499478900579759,3.3736666337943375,1.5037160534917573
41.5,45.5,4.0,4.85314552401319,4.67866662107868,2.085382721747881
41.5,45.5,5.0,5.715481298941153,5.509999946311669,2.4559259326369673
41.5,45.5,6.0,6.5677899136955356,6.33166660497218,2.8221605015389715
41.5,45.5,7.0,6.367246710223917,6.138333273522648,2.7359876617973233
41.5,45.5,8.0,5.895970182065611,5.6839999446162475,2.5334814884044508
41.5,45.5,9.0,4.3517875153341405,4.1953332924548485,1.869950622393761
41.5,45.5,10.0,3.058283852942196,2.948333304605366,1.3141358060601318
41.5,45.5,11.0,2.1558394373199086,2.0783333130824713,0.9263580272227159
41.5,45.5,12.0,1.65448142864086,1.5949999844586407,0.7109259278685958
41.5,45.75,1.0,1.9086222330729168,1.8337185329861112,0.8286814936885127
41.5,45.75,2.0,2.5945333480834964,2.492711130777995,1.126488905482822
41.5,45.75,3.0,3.4693185382419167,3.3331654583966293,1.5063012567567238
41.5,45.75,4.0,4.811318545871311,4.622498801902489,2.0889679320064594
41.5,45.75,5.0,5.666222254435222,5.443851894802518,2.4601481843877724
41.5,45.75,6.0,6.511185222201878,6.255654370343244,2.827012387322791
41.5,45.75,7.0,6.312370406256782,6.064642023157191,2.7406913983969043
41.5,45.75,8.0,5.845155588785808,5.615763007269965,2.5378370744210703
41.5,45.75,9.0,4.314281506008571,4.144967933937355,1.8731654596917422
41.5,45.75,10.0,3.0319259431627064,2.912938294587312,1.3163950811197729
41.5,45.75,11.0,2.1372592714097767,2.0533827322500726,0.9279506309532826
41.5,45.75,12.0,1.6402222315470376,1.575851864284939,0.7121481586385656
41.5,46.0,1.0,1.8021658221680916,1.6947035585815584,0.793849219628914
41.5,46.0,2.0,2.44579647294241,2.2999548295035437,1.0773667980678119
41.5,46.0,3.0,3.3270753640026305,3.128683492765954,1.4655677900841488
41.5,46.0,4.0,4.604434655539355,4.32987447659574,2.0282411380628846
41.5,46.0,5.0,5.5154195766353125,5.186537813900703,2.429527556776401
41.5,46.0,6.0,6.545228617874223,6.154939847375879,2.883155682278638
41.5,46.0,7.0,6.22836429749302,5.8569699909219795,2.743577797508719
41.5,46.0,8.0,5.822381887004603,5.475196112340419,2.5647436326472604
41.5,46.0,9.0,4.337080385217715,4.078462410212762,1.9104722977882653
41.5,46.0,10.0,2.950798983549952,2.774844288226947,1.29981905191987
41.5,46.0,11.0,2.079422102501644,1.9554271829787213,0.9159798688025931
41.5,46.0,12.0,1.5546155718702768,1.4619146082269487,0.6848039971524148
41.5,46.25,1.0,1.8529246440484897,1.785246251216486,0.7947638352312635
41.5,46.25,2.0,2.514683445494379,2.4228341980795167,1.078608062099572
41.5,46.25,3.0,3.4207839582433652,3.2958392330150508,1.4672563111961787
41.5,46.25,4.0,4.734120656497515,4.561206081404758,2.030577930673283
41.5,46.25,5.0,5.670763883159388,5.463638252349355,2.4323266825484273
41.5,46.25,6.0,6.729577965472811,6.483778967330204,2.8864774455377207
41.5,46.25,7.0,6.403789017068681,6.169889516566866,2.7467387492333226
41.5,46.25,8.0,5.986371926925889,5.767718657776339,2.5676985445933127
41.5,46.25,9.0,4.45923623128153,4.296361857323191,1.9126734056664472
41.5,46.25,10.0,3.033909582013461,2.923095510233587,1.3013166093347062
41.5,46.25,11.0,2.1379899739021035,2.059899520634407,0.9170351944976117
41.5,46.25,12.0,1.598402028107763,1.540020117807628,0.6855929787434526
41.75,41.75,1.0,1.4733476844438003,1.1754069726743466,0.7673962006993049
41.75,41.75,2.0,2.111199425879836,1.6842721864540944,1.0996226046605895
41.75,41.75,3.0,2.9466953688876005,2.350813945348693,1.5347924013986098
41.75,41.75,4.0,4.195447369727163,3.3470430258470727,2.1852074739425333
41.75,41.75,5.0,4.887202075228216,3.8989109337490526,2.5455093486611093
41.75,41.75,6.0,5.273506651027504,4.2070969082917165,2.7467168890883658
41.75,41.75,7.0,4.896185902572385,3.906078049436091,2.5501885937873245
41.75,41.75,8.0,4.635654909591469,3.698231694511969,2.4144904851270814
41.75,41.75,9.0,3.755239829862856,2.995854357182176,1.9559244627579844
41.75,41.75,10.0,2.6412452391858374,2.1071320119893775,1.3756980671072907
41.75,41.75,11.0,1.8416846055547502,1.4692587158429333,0.9592452508741312
41.75,41.75,12.0,1.3026549649045795,1.0392317746206114,0.6784905433012147
41.75,42.0,1.0,1.605224496408591,1.3256110068865845,0.8184164435488922
41.75,42.0,2.0,2.403720784365685,1.9850175077481165,1.225526161621931
41.75,42.0,3.0,3.0705063444123306,2.535655925993313,1.5654837612499324
41.75,42.0,4.0,4.0089452807742765,3.3106285146347014,2.0439426051708236
41.75,42.0,5.0,4.4040774645056215,3.6369327624837062,2.245398960505935
41.75,42.0,6.0,4.972079978619431,4.105995118766652,2.534992471300159
41.75,42.0,7.0,4.873296932686594,4.0244190568044,2.48462838246638
41.75,42.0,8.0,4.72512236378734,3.9020549638610236,2.4090822492157136
41.75,42.0,9.0,3.7208280634701696,3.0726983339114677,1.8970473460723039
41.75,42.0,10.0,2.5848230352425516,2.1345736213455773,1.3178603244838574
41.75,42.0,11.0,1.7780948267910548,1.4683691153205247,0.9065535990080038
41.75,42.0,12.0,1.382962643059709,1.142064867471519,0.7050972436728917
41.75,42.25,1.0,1.7525686230742723,1.5478429354337089,0.8033416217699313
41.75,42.25,2.0,2.6243591689112185,2.3177955751109898,1.2029525823426663
41.75,42.25,3.0,3.3523492123420695,2.960745717521915,1.5366483329240224
41.75,42.25,4.0,4.376927791985491,3.865638510544699,2.006294204112598
41.75,42.25,5.0,4.808329299203773,4.246646002343765,2.2040398340867347
41.75,42.25,6.0,5.428468965830054,4.794344271804924,2.4882991771745564
41.75,42.25,7.0,5.320618589025483,4.699092398855157,2.438862769681022
41.75,42.25,8.0,5.158843023818628,4.556214589430508,2.364708158440721
41.75,42.25,9.0,4.06236419297216,3.5878205477745455,1.862104682256456
41.75,42.25,10.0,2.822084859719598,2.492424008852229,1.2935859960808125
41.75,42.25,11.0,1.9413067824822712,1.7145337130958007,0.8898553348836163
41.75,42.25,12.0,1.5099052752639885,1.3335262212967338,0.6921097049094792
41.75,42.5,1.0,1.768129635927386,1.4223815229468215,0.8325187092707342
41.75,42.5,2.0,2.647660788157932,2.129925152310112,1.2466434005489968
41.75,42.5,3.0,3.382114636927769,2.720760554149561,1.5924588643999171
41.75,42.5,4.0,4.415790424085318,3.552306675256934,2.0791621098197313
41.75,42.5,5.0,4.8510223344674435,3.9024313578284593,2.2840897921017578
41.75,42.5,6.0,5.476668205641749,4.405735589025027,2.5786733353821716
41.75,42.5,7.0,5.367860228046218,4.3182044183821455,2.5274414148116646
41.75,42.5,8.0,5.20464826165292,4.186907662417823,2.450593533955905
41.75,42.5,9.0,4.098433822765017,3.2970074275485297,1.9297356748224197
41.75,42.5,10.0,2.8471420804164063,2.290398965155395,1.3405685882615925
41.75,42.5,11.0,1.9585435967195661,1.575561071571864,0.9221745702691211
41.75,42.5,12.0,1.52331168633744,1.2254363890003386,0.717246887987094
41.75,42.75,1.0,1.8590648156449088,1.6314837997988276,0.8432169418382526
41.75,42.75,2.0,2.7838303906067354,2.4430424079038855,1.2626633180347169
41.75,42.75,3.0,3.5560573140284664,3.1207356785895524,1.6129226631059908
41.75,42.75,4.0,4.642895206251644,4.074526207702713,2.10588025987297
41.75,42.75,5.0,5.100511160871929,4.476122219960886,2.3134413532485394
41.75,42.75,6.0,5.758334095638589,5.05341648758201,2.611810424975921
41.75,42.75,7.0,5.643930106983517,4.953017484517466,2.5599201516320282
41.75,42.75,8.0,5.472324124000911,4.802418979920652,2.4820847416161897
41.75,42.75,9.0,4.309216906007686,3.781695782097795,1.9545336292866162
41.75,42.75,10.0,2.993571036474366,2.627107246855548,1.357795485831853
41.75,42.75,11.0,2.059271795791284,1.8071820551617785,0.9340249201900646
41.75,42.75,12.0,1.6016558411709982,1.4055860429036053,0.7264638268144945
41.75,43.0,1.0,1.9975206545998343,1.9560290745326452,0.8436609896274225
41.75,43.0,2.0,3.0648233573026866,3.0011622565133234,1.2944406360459964
41.75,43.0,3.0,3.57399528886735,3.4997579029628207,1.5094914765392609
41.75,43.0,4.0,4.778382742376073,4.679128374372209,2.0181694261675593
41.75,43.0,5.0,5.307138209770147,5.19690077645438,2.241491452833642
41.75,43.0,6.0,6.149230250434783,6.0215012686593195,2.5971524582648104
41.75,43.0,7.0,6.23735616166713,6.107796669006348,2.634372796042491
41.75,43.0,8.0,5.943603124225977,5.820145334516253,2.510305003450223
41.75,43.0,9.0,4.533588544508446,4.439418928963797,1.9147795990073362
41.75,43.0,10.0,3.143157500620327,3.077869279044015,1.3275253807372678
41.75,43.0,11.0,2.14439717332041,2.0998547417776923,0.9056948859235565
41.75,43.0,12.0,1.6548087775851565,1.6204358509608678,0.6989152316031098
41.75,43.25,1.0,1.9086102100030564,1.712513320959798,0.8673704807752559
41.75,43.25,2.0,2.928406841818415,2.627532693433415,1.3308184337385054
41.75,43.25,3.0,3.4149153267211543,3.0640556968153243,1.5519128700145508
41.75,43.25,4.0,4.5656950121641735,4.096600493276378,2.0748862481290433
