latitude,longitude,month,pvgis_poa
41.75,43.0,6,5.9863333333333335
41.75,43.0,7,6.345738539898132
41.75,43.0,8,6.310458404074703
41.75,43.0,9,5.537000000000001
41.75,43.0,10,4.261358234295416
41.75,43.0,11,3.2283333333333335
41.75,43.0,12,2.7201867572156195
41.75,43.25,1,2.5560780984719864
41.75,43.25,2,3.7827443609022557
41.75,43.25,3,4.2175382003395585
41.75,43.25,4,4.629771929824561
41.75,43.25,5,4.754482173174872
41.75,43.25,6,5.355
41.75,43.25,7,5.527453310696095
41.75,43.25,8,5.805008488964346
41.75,43.25,9,5.010491228070176
41.75,43.25,10,3.9025127334465193
41.75,43.25,11,2.706877192982456
41.75,43.25,12,1.9594057724957554
41.75,43.5,1,1.7013242784380307
41.75,43.5,2,2.4406390977443606
41.75,43.5,3,3.6736502546689307
41.75,43.5,4,4.512403508771929
41.75,43.5,5,4.859219015280136
41.75,43.5,6,5.5799824561403515
41.75,43.5,7,5.789100169779287
41.75,43.5,8,5.644074702886249
41.75,43.5,9,4.35161403508772
41.75,43.5,10,3.0462648556876064
41.75,43.5,11,1.8118245614035087
41.75,43.5,12,1.409779286926995
41.75,43.75,1,1.878285229202037
41.75,43.75,2,3.0144360902255642
41.75,43.75,3,3.8632767402376906
41.75,43.75,4,4.439543859649123
41.75,43.75,5,4.965076400679117
41.75,43.75,6,5.35082456140351
41.75,43.75,7,5.635246179966043
41.75,43.75,8,5.570560271646859
41.75,43.75,9,4.229508771929825
41.75,43.75,10,3.2269269949066213
41.75,43.75,11,2.124561403508772
41.75,43.75,12,1.8017147707979628
41.75,44.0,1,2.211629881154499
41.75,44.0,2,2.911766917293233
41.75,44.0,3,3.872597623089983
41.75,44.0,4,4.425719298245614
41.75,44.0,5,4.933446519524618
41.75,44.0,6,5.512964912280702
41.75,44.0,7,5.684516129032258
41.75,44.0,8,5.511680814940577
41.75,44.0,9,4.2133859649122805
41.75,44.0,10,3.2935823429541595
41.75,44.0,11,2.372719298245614
41.75,44.0,12,2.1567402376910016
41.75,44.25,1,2.167079796264856
41.75,44.25,2,2.9637593984962405
41.75,44.25,3,3.63025466893039
41.75,44.25,4,4.260789473684211
41.75,44.25,5,5.009219015280135
41.75,44.25,6,5.7544385964912275
41.75,44.25,7,5.9437521222410865
41.75,44.25,8,5.652342954159592
41.75,44.25,9,4.135736842105263
41.75,44.25,10,3.026264855687606
41.75,44.25,11,2.296842105263158
41.75,44.25,12,2.005874363327674
41.75,44.5,1,2.5872835314091684
41.75,44.5,2,3.381691729323308
41.75,44.5,3,3.823972835314092
41.75,44.5,4,4.356473684210527
41.75,44.5,5,4.98006791171477
41.75,44.5,6,5.722491228070175
41.75,44.5,7,5.840713073005094
41.75,44.5,8,5.741052631578947
41.75,44.5,9,4.481508771929825
41.75,44.5,10,3.400543293718166
41.75,44.5,11,2.7255263157894736
41.75,44.5,12,2.458522920203735
41.75,44.75,1,2.3680814940577246
41.75,44.75,2,3.0685902255639097
41.75,44.75,3,3.9036502546689302
41.75,44.75,4,4.737280701754386
41.75,44.75,5,5.566960950764007
41.75,44.75,6,6.334438596491228
41.75,44.75,7,6.331171477079796
41.75,44.75,8,6.050203735144313
41.75,44.75,9,4.869385964912281
41.75,44.75,10,3.460747028862479
41.75,44.75,11,2.5930701754385965
41.75,44.75,12,2.239032258064516
41.75,45.0,1,2.1032937181663836
41.75,45.0,2,2.8815977443609024
41.75,45.0,3,3.8753480475382003
41.75,45.0,4,4.773052631578947
41.75,45.0,5,5.76376910016978
41.75,45.0,6,6.563280701754385
41.75,45.0,7,6.4878947368421045
41.75,45.0,8,6.099711375212224
41.75,45.0,9,4.80721052631579
41.75,45.0,10,3.32018675721562
41.75,45.0,11,2.371701754385965
41.75,45.0,12,2.009864176570458
41.75,45.25,1,2.0273005093378607
41.75,45.25,2,2.725996240601504
41.75,45.25,3,3.7356027164685908
41.75,45.25,4,4.7198596491228075
41.75,45.25,5,5.754974533106961
41.75,45.25,6,6.650315789473684
41.75,45.25,7,6.543752122241086
41.75,45.25,8,6.063633276740237
41.75,45.25,9,4.727736842105263
41.75,45.25,10,3.2095415959252973
41.75,45.25,11,2.2783333333333338
41.75,45.25,12,1.9205263157894739
41.75,45.5,1,2.1155517826825125
41.75,45.5,2,2.8508834586466167
41.75,45.5,3,3.752376910016978
41.75,45.5,4,4.738666666666666
41.75,45.5,5,5.7875891341256365
41.75,45.5,6,6.665035087719299
41.75,45.5,7,6.5437011884550085
41.75,45.5,8,6.13132427843803
41.75,45.5,9,4.814877192982456
41.75,45.5,10,3.341901528013582
41.75,45.5,11,2.4221578947368423
41.75,45.5,12,2.085993208828523
41.75,45.75,1,2.1401528013582345
41.75,45.75,2,2.8787406015037598
41.75,45.75,3,3.6604074702886247
41.75,45.75,4,4.606578947368421
41.75,45.75,5,5.641086587436332
41.75,45.75,6,6.517473684210526
41.75,45.75,7,6.392224108658744
41.75,45.75,8,6.063735144312394
41.75,45.75,9,4.866526315789474
41.75,45.75,10,3.3926655348047534
41.75,45.75,11,2.5013684210526317
41.75,45.75,12,2.026010186757216
41.75,46.0,1,1.7042275042444823
41.75,46.0,2,2.4652255639097747
41.75,46.0,3,3.4449745331069606
41.75,46.0,4,4.579017543859649
41.75,46.0,5,5.6994567062818335
41.75,46.0,6,6.606842105263158
41.75,46.0,7,6.404295415959253
41.75,46.0,8,5.905246179966044
41.75,46.0,9,4.556771929824562
41.75,46.0,10,3.0192699490662136
41.75,46.0,11,2.0321052631578946
41.75,46.0,12,1.5899660441426147
42.0,42.0,1,1.5857215619694398
42.0,42.0,2,2.2999812030075186
42.0,42.0,3,3.037894736842105
42.0,42.0,4,4.2803508771929835
42.0,42.0,5,5.161867572156198
42.0,42.0,6,5.362035087719298
42.0,42.0,7,4.952105263157895
42.0,42.0,8,4.945212224108659
42.0,42.0,9,4.092333333333333
42.0,42.0,10,2.9419524617996604
42.0,42.0,11,2.006105263157895
42.0,42.0,12,1.5503056027164686
42.0,42.5,1,1.6201018675721561
42.0,42.5,2,2.4211842105263157
42.0,42.5,3,3.020237691001698
42.0,42.5,4,4.035070175438596
42.0,42.5,5,4.426502546689304
42.0,42.5,6,4.44819298245614
42.0,42.5,7,4.119405772495756
42.0,42.5,8,4.515331069609508
42.0,42.5,9,3.7787543859649118
42.0,42.5,10,2.8956366723259763
42.0,42.5,11,1.9589298245614033
42.0,42.5,12,1.4001528013582343
42.0,42.75,1,0.9976400679117148
42.0,42.75,2,2.606785714285714
42.0,42.75,3,3.26062818336163
42.0,42.75,4,4.159333333333333
42.0,42.75,5,4.491629881154499
42.0,42.75,6,4.764263157894737
42.0,42.75,7,4.709083191850595
42.0,42.75,8,5.229235993208828
42.0,42.75,9,4.467368421052631
42.0,42.75,10,3.38106960950764
42.0,42.75,11,1.7215964912280703
42.0,42.75,12,0.664346349745331
42.0,43.0,1,1.8151782682512732
42.0,43.0,2,2.6468984962406017
42.0,43.0,3,3.2394057724957555
42.0,43.0,4,3.9725087719298244
42.0,43.0,5,4.207809847198642
42.0,43.0,6,4.497649122807017
42.0,43.0,7,4.469779286926995
42.0,43.0,8,5.102478777589135
42.0,43.0,9,4.260175438596492
42.0,43.0,10,3.2344991511035652
42.0,43.0,11,2.044877192982456
42.0,43.0,12,1.6282003395585738
42.0,43.25,1,2.4143803056027164
42.0,43.25,2,3.2063909774436086
42.0,43.25,3,3.666587436332767
42.0,43.25,4,4.357719298245614
42.0,43.25,5,4.781273344651953
42.0,43.25,6,5.252736842105263
42.0,43.25,7,5.332580645161291
42.0,43.25,8,5.8416808149405774
42.0,43.25,9,4.887421052631579
42.0,43.25,10,3.876876061120543
42.0,43.25,11,2.966140350877193
42.0,43.25,12,2.350475382003396
42.0,43.5,1,2.314855687606112
42.0,43.5,2,3.30109022556391
42.0,43.5,3,3.707894736842105
42.0,43.5,4,4.509385964912281
42.0,43.5,5,4.9908319185059415
42.0,43.5,6,5.593771929824561
42.0,43.5,7,5.733853989813243
42.0,43.5,8,6.013446519524618
42.0,43.5,9,5.047228070175438
42.0,43.5,10,3.784414261460102
42.0,43.5,11,2.7635964912280704
42.0,43.5,12,2.2373853989813246
42.0,43.75,1,1.798421052631579
42.0,43.75,2,2.647368421052632
42.0,43.75,3,3.358098471986418
42.0,43.75,4,4.3390701754385965
42.0,43.75,5,5.010016977928693
42.0,43.75,6,5.782894736842105
42.0,43.75,7,5.9245331069609515
42.0,43.75,8,5.779711375212225
42.0,43.75,9,4.524771929824562
42.0,43.75,10,3.0882682512733446
42.0,43.75,11,2.0814035087719294
42.0,43.75,12,1.6114261460101869
42.0,44.0,1,1.8597962648556878
42.0,44.0,2,2.6834398496240603
42.0,44.0,3,3.466247877758913
42.0,44.0,4,4.44840350877193
42.0,44.0,5,5.145772495755518
42.0,44.0,6,5.898964912280702
42.0,44.0,7,6.1345331069609506
42.0,44.0,8,5.8514601018675725
42.0,44.0,9,4.5753508771929825
42.0,44.0,10,3.1319185059422754
42.0,44.0,11,2.1292631578947367
42.0,44.0,12,1.6769100169779287
42.0,44.25,1,2.122359932088285
42.0,44.25,2,2.950187969924812
42.0,44.25,3,3.8359422750424446
42.0,44.25,4,4.845157894736842
42.0,44.25,5,5.573005093378608
42.0,44.25,6,6.331964912280701
42.0,44.25,7,6.547521222410865
42.0,44.25,8,6.1409677419354844
42.0,44.25,9,4.885105263157895
42.0,44.25,10,3.439609507640068
42.0,44.25,11,2.449087719298246
42.0,44.25,12,1.9818845500848896
42.0,44.5,1,1.938981324278438
42.0,44.5,2,2.7940037593984965
42.0,44.5,3,3.7440237691001697
42.0,44.5,4,4.7586315789473685
42.0,44.5,5,5.595059422750425
42.0,44.5,6,6.405122807017544
42.0,44.5,7,6.488336162988115
42.0,44.5,8,6.050288624787776
42.0,44.5,9,4.691087719298246
42.0,44.5,10,3.1972665534804756
42.0,44.5,11,2.1949298245614037
42.0,44.5,12,1.7586078098471984
42.0,44.75,1,2.0995585738539897
42.0,44.75,2,2.895526315789474
42.0,44.75,3,3.559422750424448
42.0,44.75,4,4.487368421052632
42.0,44.75,5,5.325178268251274
42.0,44.75,6,6.08219298245614
42.0,44.75,7,6.098964346349745
42.0,44.75,8,5.78949066213922
42.0,44.75,9,4.483210526315789
42.0,44.75,10,3.1551612903225803
42.0,44.75,11,2.2616315789473687
42.0,44.75,12,1.9304923599320882
42.0,45.25,1,2.034499151103565
42.0,45.25,2,2.776936090225564
42.0,45.25,3,3.564668930390493
42.0,45.25,4,4.357719298245614
42.0,45.25,5,5.214567062818336
42.0,45.25,6,6.001491228070176
42.0,45.25,7,6.045297113752122
42.0,45.25,8,5.76786078098472
42.0,45.25,9,4.4891929824561405
42.0,45.25,10,3.155110356536502
42.0,45.25,11,2.3158245614035087
42.0,45.25,12,1.9017657045840406
42.0,45.5,1,1.9956196943972837
42.0,45.5,2,2.82265037593985
42.0,45.5,3,3.608336162988115
42.0,45.5,4,4.482157894736842
42.0,45.5,5,5.425110356536502
42.0,45.5,6,6.300403508771931
42.0,45.5,7,6.325670628183362
42.0,45.5,8,5.991154499151103
42.0,45.5,9,4.696175438596492
42.0,45.5,10,3.218675721561969
42.0,45.5,11,2.3484035087719297
42.0,45.5,12,1.922478777589134
42.0,45.75,1,2.3058404074702885
42.0,45.75,2,2.995357142857143
42.0,45.75,3,3.594601018675721
42.0,45.75,4,4.513
42.0,45.75,5,5.4493718166383704
42.0,45.75,6,6.411245614035087
42.0,45.75,7,6.322699490662139
42.0,45.75,8,6.131612903225807
42.0,45.75,9,4.887684210526316
42.0,45.75,10,3.2787775891341258
42.0,45.75,11,2.4621754385964914
42.0,45.75,12,2.098166383701188
42.0,46.0,1,2.8743123938879456
42.0,46.0,2,3.8461466165413536
42.0,46.0,3,3.8779456706281836
42.0,46.0,4,4.448087719298245
42.0,46.0,5,5.201765704584041
42.0,46.0,6,5.99759649122807
42.0,46.0,7,5.9817147707979625
42.0,46.0,8,6.089286926994907
42.0,46.0,9,4.9783333333333335
42.0,46.0,10,3.6237691001697794
42.0,46.0,11,2.99559649122807
42.0,46.0,12,2.6172495755517824
42.25,41.75,1,1.6181324278438032
42.25,41.75,2,2.3940601503759393
42.25,41.75,3,3.1566213921901527
42.25,41.75,4,4.38398245614035
42.25,41.75,5,5.381477079796265
42.25,41.75,6,5.962649122807018
42.25,41.75,7,5.6219864176570455
42.25,41.75,8,5.609134125636673
42.25,41.75,9,4.412210526315789
42.25,41.75,10,3.0744651952461797
42.25,41.75,11,2.0769122807017544
42.25,41.75,12,1.5744991511035653
42.25,42.0,1,1.5604244482173175
42.25,42.0,2,2.3126315789473684
42.25,42.0,3,3.092716468590832
42.25,42.0,4,4.348877192982457
42.25,42.0,5,5.3514601018675725
