lat,lon,voltage,distance_to_line,index_right,distance_to_substation,line_score,substation_score,grid_score
42.25,41.75,110000.0,4371.717707310236,602,5953.707881982025,0.8511589362639771,0.8076576833805541,0.8294083098222655
42.25,42.0,220000.0,1351.623723579859,83,3758.1352843307272,0.9487081427027814,0.8693192292485529,0.9090136859756671
42.25,42.25,220000.0,5259.111932084816,543,6231.861149426561,0.8261974130672225,0.8004646242626824,0.8133310186649525
42.25,42.5,220000.0,3291.7808867332988,155,6457.12437746053,0.883648862547324,0.7947325286323008,0.8391906955898124
42.25,42.75,220000.0,698.5799470395478,408,2773.287020889381,0.9728163988640928,0.9001455240496566,0.9364809614568748
42.25,43.0,110000.0,3420.2387334344994,249,3724.3348877071753,0.8796548204427707,0.870342171463088,0.8749984959529293
42.25,43.25,500000.0,753.2937476158766,90,2648.018834950269,0.9707496153696608,0.9042239210426581,0.9374867682061594
42.25,43.5,500000.0,2974.3614656230466,644,12265.728782257296,0.8936754474529056,0.6708576704906098,0.7822665589717577
42.25,43.75,500000.0,13779.076478367982,567,6591.091217390849,0.6446775496045059,0.7913623441483888,0.7180199468764473
42.25,44.0,110000.0,15718.258941617132,580,3609.959042942788,0.6139751710859157,0.8738215934694511,0.7438983822776835
42.25,44.25,500000.0,24182.628122092923,582,8375.968981036885,0.5083095587722356,0.7490419233731961,0.6286757410727158
42.25,44.5,500000.0,12834.477153971968,575,1592.2106558760142,0.6607729742969484,0.9401249231784276,0.800448948737688
42.25,44.75,500000.0,7410.980575579701,110,9890.616040010673,0.7713435248187597,0.7165250384610965,0.7439342816399281
42.25,45.0,110000.0,11913.99884175366,110,11849.465628488115,0.6772498451650364,0.6784358897370995,0.6778428674510679
42.25,45.25,110000.0,6416.019482850938,217,6738.630961741969,0.7957723610926187,0.7876836285136314,0.7917279948031251
42.25,45.5,110000.0,13857.087228284347,217,13855.567939637827,0.6433832740247788,0.6434084309059008,0.6433958524653398
42.5,41.75,220000.0,477.1688744851566,668,6527.3662034445615,0.9812707260827936,0.7929618934444512,0.8871163097636224
42.5,42.0,220000.0,1973.306996941763,210,12692.822827610971,0.9268422297212018,0.6632562414955786,0.7950492356083902
42.5,42.25,500000.0,3258.781094769421,663,5636.709955753255,0.8846807622791414,0.8160145144862482,0.8503476383826948
42.5,42.5,500000.0,9199.71712293301,577,9063.05916341309,0.7310001983389496,0.7339329060277809,0.7324665521833653
42.5,42.75,220000.0,5970.5465468445655,548,2860.2833983046935,0.8072185604534358,0.897334734273423,0.8522766473634293
42.5,43.0,220000.0,14165.278650818906,626,6190.2908749767075,0.638320493590495,0.8015314797867742,0.7199259866886346
42.5,43.25,110000.0,10864.869609726235,666,13595.828879264758,0.6970609477197213,0.6477383884721027,0.672399668095912
42.5,43.5,110000.0,7346.50647572114,156,10025.31576731961,0.7728809916076925,0.7137694393986381,0.7433252155031653
42.5,43.75,110000.0,18934.331175561052,581,4793.124929682174,0.5690310818685348,0.8391197653487198,0.7040754236086273
42.5,44.0,110000.0,9243.488361267331,568,6596.129939811089,0.7300658080231509,0.7912361434018547,0.7606509757125028
42.5,44.25,110000.0,16599.732509758418,112,13353.06183777972,0.6009654027014604,0.6518384400635707,0.6264019213825156
42.5,44.5,110000.0,2806.5505734108856,105,5651.384870087176,0.8990687260542644,0.8156238325269802,0.8573462792906223
42.5,44.75,500000.0,1741.0227052660448,103,18605.213188965947,0.9348931892225951,0.5733259436586382,0.7541095664406167
42.5,45.0,500000.0,21898.354533568883,110,26732.506227390528,0.5330677429653851,0.4832551489021691,0.5081614459337771
42.5,45.25,110000.0,28199.160144195874,217,28173.05343177448,0.46993223073893853,0.47016295635677785,0.4700475935478582
42.5,45.5,110000.0,30683.36890252209,382,17570.03106978243,0.44896708824791787,0.5872676005102989,0.5181173443791084
42.75,41.5,220000.0,3202.745689722288,61,3627.2386306529493,0.8864385147120821,0.8732941490637157,0.879866331887899
42.75,41.75,220000.0,5219.1259555676,49,10585.876050362973,0.8272906382785031,0.7025259112525066,0.7649082747655049
42.75,42.0,500000.0,1326.42904096673,143,3253.0060330534184,0.9496160668466405,0.8848615956387897,0.9172388312427151
42.75,42.25,110000.0,17274.69388588355,675,10443.282841792292,0.5913703377127953,0.7053522697542485,0.6483613037335219
42.75,42.5,110000.0,25042.0973312421,675,24008.89222881014,0.4995793808264725,0.5101115096273001,0.5048454452268863
42.75,42.75,110000.0,10966.82590395841,563,10991.549291155347,0.6950849670959863,0.6946074979368438,0.6948462325164151
42.75,43.0,110000.0,4536.198418341548,562,4485.758721914501,0.846419015944698,0.847866939283452,0.8471429776140751
42.75,43.25,110000.0,21407.30094062529,562,21351.85293203925,0.5387083388449083,0.5393527640988769,0.5390305514718926
42.75,43.5,110000.0,20195.759349561624,156,20129.595676893543,0.5531492414286096,0.5539602033882183,0.5535547224084139
42.75,43.75,110000.0,29879.35158263973,533,27309.593321087556,0.4555447409460352,0.47792380733194795,0.4667342741389916
43.0,41.0,220000.0,2580.067593524732,54,1614.0763056190096,0.9064517305921874,0.9393525333329629,0.9229021319625752
43.0,41.25,220000.0,8319.999639360976,77,8155.75686933115,0.7503001281688928,0.7540168694844313,0.7521584988266621
43.0,41.5,220000.0,21581.081243051744,52,22766.02819909522,0.5366985766078394,0.5233845254161942,0.5300415510120168
43.0,41.75,500000.0,15813.194523042139,116,15624.914000462359,0.6125470032953585,0.6153859181022628,0.6139664606988107
43.0,42.0,500000.0,7135.376388377615,72,11358.03196612982,0.7779588357036247,0.6876059744732426,0.7327824050884336
43.0,42.25,500000.0,5569.168507434042,267,6369.5742227835335,0.8178174684051452,0.7969505681668656,0.8073840182860055
43.0,42.5,110000.0,17872.325434328388,667,6874.871587952111,0.5831267547708574,0.7843168851996053,0.6837218199852313
43.0,42.75,110000.0,4374.508400223576,315,5181.053927911348,0.8510780728439261,0.8283342278143598,0.839706150329143
43.0,43.0,110000.0,9694.513166987354,86,14597.783370514686,0.7205750338583247,0.6313484713544726,0.6759617526063986
43.25,40.5,220000.0,2353.2198229506216,64,9277.061451621192,0.9139691839504701,0.7293507360683505,0.8216599600094103
43.25,40.75,220000.0,16424.219664580723,78,17870.86277172063,0.6035116702844241,0.5831466498148252,0.5933291600496247
43.25,41.0,220000.0,19850.782147316662,252,10197.739396383029,0.5574038802240978,0.7102728876550815,0.6338383839395896
43.25,41.25,220000.0,29268.118364677204,252,21273.77715848742,0.4606756370656174,0.5402627910484841,0.5004692140570508
43.25,41.5,500000.0,31405.29765262676,252,40336.803094490395,0.4432207796147631,0.3826327401395027,0.4129267598771329
43.5,40.25,220000.0,16390.755097751364,295,18062.168072155422,0.6039996115305993,0.5805559989016283,0.5922778052161138
43.5,40.5,220000.0,28759.779958336807,102,29768.28201889744,0.46503166529652284,0.4564685814204271,0.460750123358475
